track,"Spearman(PC1, Δ@1)","p(PC1, Δ@1)","Spearman(PC2, Δ@1)","p(PC2, Δ@1)","Spearman(PC1, Δ@10)","p(PC1, Δ@10)","Spearman(PC2, Δ@10)","p(PC2, Δ@10)",n(Δ@1),n(Δ@10)
baseline,0.20707816705833298,0.2722157870998573,0.11708311499622505,0.5377847467262074,0.22553517471025447,0.2307878261300803,0.13509443630885595,0.47660436251155236,30,30
